"","label","text","kelas","sentiment"
"37",5,"tested to be working perfectly hopefully will help recover and strengthen from csection before i start lifting weights again","1","Positif"
"38",5,"product received in good condition the electric shock from the ems is a great fit for the different muscles can feel the burn","1","Positif"
"39",5,"the product is great love using it awesome and nice to use","1","Positif"
"40",5,"received earlier than expected good packaging as if bought from shop vibration motion can be feel very satisfied","1","Positif"
"41",5,"received well packed and very good condition will try and update again how it works for me thank you seller will definitely buy again to this seller","1","Positif"
"42",5,"thanks for the item  ","1","Positif"
"43",5,"no bad use ","1","Positif"
"44",4,"item received and working only thing is the arm band doesnt stick well moden is already very strong dont dare try mode ","1","Positif"
"45",5,"item received as stated hope it works will try out soon thanks ","1","Positif"
"46",5,"good","1","Positif"
"47",5,"fast delivery  looks legit as you can feel the effects when using","1","Positif"
"48",5,"arrived in good condition will test out after charging the energy pads","1","Positif"
"49",4,"item looks good good thing is its rechargeable","1","Positif"
"50",5,"item received in good condition will try it out later","1","Positif"
"51",5,"thnk u my order are recieved now","1","Positif"
"52",5,"nicely packed thin pads strong frequency  hopefully can see the effects soon","1","Positif"
"53",5,"product arrived in neatly packed package have tried for a few hours today and it worked the vibration can be quite strong user manual is simple and didnt explain the  modes but can be figured out good value for the price","1","Positif"
"54",5,"item received in good working condition really enjoyed the muscle toner gear everyday worth the money","1","Positif"
"55",5,"nicely packed in a box for full set look ok and will try it out hope it works","1","Positif"
"56",5,"came and delivered with all the pads nicely packaged will use when in need d","1","Positif"
"57",5,"recieve fast trying soon","1","Positif"
"58",5,"package well received i have tried it waiting to see if theres any results","1","Positif"
"59",5,"item is as described fast delivery am using it now its good in working condition as described","1","Positif"
"60",5,"the delivery was fast i have not try but  quality is good i will buy again","1","Positif"
"61",5,"thanks","1","Positif"
"62",4,"ok fast delivery","1","Positif"
"63",5,"received the product within a week is really fast box dented but is ok coz importantly are the contents received in good condition","1","Positif"
"64",5,"received in  days after placed order super fast ","1","Positif"
"65",5,"items as describe but not sure how effective","1","Positif"
"66",1,"i just got a electric shock with this thing wth its really bad","0","Negatif"
"67",5,"order received have yet to try will update after trying","1","Positif"
"68",5,"strength is good with  mode excellent product","1","Positif"
"69",5,"thank item get and satisfied","1","Positif"
"70",5,"now i can trainzzz item delivered fast and easy to use well recommended seller","1","Positif"
"71",5,"bought the full set received as described have to note that you need to buy additional gel pads as the prestuck gel pads will only last you approximately  week","1","Positif"
"72",3,"items received all items looks very small compared to pictures in the ad listing ","1","Positif"
"73",5,"very good product","1","Positif"
"74",5,"item well received thank you","1","Positif"
"75",3,"do not like the fit so much very different material as compared to other design in the same brand","1","Positif"
"76",5,"order received in  days my second purchase for this design  absolutely love the quality material and fitting of this and this purple color is gorgeous size m fits perfect for a usual nike sports bra sm","1","Positif"
"77",5,"received the product fast and  super comfy quality is good even though   for exercising but it can be wear out as a simple top     photo is slightly filtered but the colors are true to sellers picture","1","Positif"
"78",5,"soft not bad","1","Positif"
"79",5,"thanks to the review by the ladies got m for me which is the sport size of s to m  good fit love the purple color","1","Positif"
"80",5,"order took abt  days to reach me i usually wear s for tops so this fits well but the straps are a lil tight as i have pretty broad shoulders also bit difficult to put on and take off maybe ill try m next love the material","1","Positif"
"81",5,"well received","1","Positif"
"82",2,"item received few days ago abdominal left and right parts not working vibration feedback to the seller but no result given","0","Negatif"
"83",5,"great product and customer service will purchase from this seller","1","Positif"
"84",5,"items received well packed delivery is quite fast received within  week after order yet to try it hopefully it work well and show some result ","1","Positif"
"85",4,"box damage when received","1","Positif"
"86",5,"fast delivery and the product is as like the photo displayed","1","Positif"
"87",5,"comes with a bag and workout instructions perfect thank you","1","Positif"
"88",5,"the band looks great tried the resistance and it feels good hope to use it soon","1","Positif"
"89",5,"csnt wait to try them love the colours as well thanks for the quick delivery","1","Positif"
"90",5,"great porduct delivert quite fast","1","Positif"
"91",5,"received in good quality i like the colours","1","Positif"
"92",5,"fast delivery works well","1","Positif"
"93",5,"receives the items in good condition and they are packed nicely in good packaging this item is good to use and this is my nd purchase and recommend to purchase","1","Positif"
"94",5,"","1","Positif"
"95",5,"product received in good quality  tried using it for the first time wow the intensity is really power by using  mins on my arms and abdominals i start to sweat already thanks for the wonderful product hope after using for  months can see some results","1","Positif"
"96",4,"dint get the gel pad tho the rest as described","1","Positif"
"97",5,"great works well","1","Positif"
"98",5,"thank u","1","Positif"
"99",5,"i like the length of the tank top nicely cropped but not too short the cup inside was a little too thick for my liking but the material is rly good for this price","1","Positif"
"100",5,"though the paddings are rather thick item came in good quality and for the price i paid for it was a good buy","1","Positif"
"101",5,"love the low back cutting","1","Positif"
"102",5,"item well received have yet to try hope   nice thank u","1","Positif"
"103",5,"cutest top ever","1","Positif"
"104",5,"the padding is big but not an issue as it can be swapped out otherwise love the cut especially the back","1","Positif"
"105",5,"looks pretty good feels thick as well yet to wear","1","Positif"
"106",5,"love this just that the bottom area is kinda loose  it has an always lift at the back ","1","Positif"
"107",4,"fabric is pretty thick   good for yoga but higher impact exercises not really","1","Positif"
"108",5,"gr but awkward lift at the back","1","Positif"
"109",5,"brand on tag and bag is not mp like my previous purchases but good material","1","Positif"
"110",5,"loving the backless sports bra feels like i can wear it on its own or with another backless crop top a little bit tight for my size but still able to fit","1","Positif"
"111",5,"the purple looks a bit darker in real life still happy thanks","1","Positif"
"112",5,"ordered on th june received on rd june th time purchasing and it is always a pleasant experience selected the wrong size and seller was helpful to amend my order satisfied thou would have preferred if the inside do not have a separated band i suppose it gives more support that way anyway","1","Positif"
"113",5,"received in  days usually a nike sports bra size sm i opted m for this based on the measurements provided and it fits nicely love that the white color material is good and thick enough so it is not see through ","1","Positif"
"114",5,"repeated buyer fits so well and so cheap when bought during flash deal thank you","1","Positif"
"115",4,"second time buying from moving peach this time not  satisfied with all items i like the cutting for this fit is fine too just that it comes with weird thick padding and is not so stretchy i dont like work out tops that are a struggle to remove","1","Positif"
"116",5,"well received material is good thick stretchy and opaque","1","Positif"
"117",5,"quick delivery and item looks exactly like photos great quality at such a low price i would suggest sticking to your usual sizing as l is way larger than any of the other tops","1","Positif"
"118",4,"material feels good items are exact to the pictures  yet to try on though   thanks","1","Positif"
"119",5,"love it niw using it","1","Positif"
"120",5,"received the product within  days box was dented but product seems ok have yet to try it thanks to the seller","1","Positif"
"121",5,"the product delivered as expected its good but just want to know how to get the gel","1","Positif"
"122",5,"fast delivery and good quality its really working well it makes me sweat a lot what makes me more contented is that once you on itit will not shocked you its slowly working and u can choose how the level i love it the most among all i tried thanks seller i highly recommend you god bless","1","Positif"
"123",5,"as advertised sturdy and worth the money ","1","Positif"
"124",5,"received in good condition yet to try to see if it works","1","Positif"
"125",4,"well received box a little dented but alls good just thought that a full set came with the gel pads as well but i was wrong","1","Positif"
"126",5,"product came in fast in goood packaging and waiting to try it out","1","Positif"
"127",5,"well received but not yet try is working or not thank you","1","Positif"
"128",5,"the delivery was quick the ab trainer has faulty but the seller will be providing a new set for me thanks  great service","1","Positif"
"129",5,"well received","1","Positif"
"130",5,"item received with great condition  star rate as promised","1","Positif"
"131",5,"not bad this product","1","Positif"
"132",4,"the left and right is not having vibration only middle part is working  the arm band stimulation also not having uniform distribution","1","Positif"
"133",3,"came quite fast havent tried yet","1","Positif"
"134",5,"item came very fast and in good conditions i will buy it always and again","1","Positif"
"135",5,"item came in very fast and in good conditions i will buy again and again","1","Positif"
"136",5,"good","1","Positif"
"137",5,"a pad was not functioning as per normal however with the great customer support from the seller it brings trust to all consumer to purchase more from them the seller can guide on the troubleshooting of themuscle trainer and will send out a new defective parts to customerwaiting for the parts now","1","Positif"
"138",5,"sound great of the product havent try yet hopefully got effect for my body fat burning","1","Positif"
"139",5,"well packaged hope it works","1","Positif"
"140",5,"product is good gel can be used for maybe  times will recommend","1","Positif"
"141",5,"gel is good and comfortable does not irritate my skin good","1","Positif"
"142",5,"see nice let my friend try ","1","Positif"
"143",5,"item received as described and in good condition","1","Positif"
"144",5,"great item","1","Positif"
"145",5,"order received box was destroyed but item inside still nicely packed tried and could feel the contractions","1","Positif"
"146",5,"good product really can feel a little sweaty i have used for three days still starting from low to high current however right side stronger than left so abs may turn out lopsided other than that i think must also control diet and workout this is just an additional measure","1","Positif"
"147",5,"as it had stated","1","Positif"
"148",5,"intensity is very strong only downside is the arm band is very short and cant cover the entire arm and may come off during use otherwise  is a good value purchase","1","Positif"
"149",3,"received item yesterday tested the device and it is working great just that   a bit flimsy","1","Positif"
"150",5,"very well packaged and the size is just nice worth the money","1","Positif"
"151",3,"product is great however delivery man left at the door without informing","1","Positif"
"152",5,"so pretty pink thank you for such a fast delivery will buy again","1","Positif"
"153",5,"good buy ","1","Positif"
"154",1,"material feels like styrofoam and the backbone of the roller feels like toilet roll not keen to use it not a good buy","0","Negatif"
"155",5,"item as described delivery took abit of time but understandable cant wait to use it","1","Positif"
"156",5,"product is good quality and sturdy will definitely recommend","1","Positif"
"157",5,"the roller arrived very fast even though the circuit breaker","1","Positif"
"158",5,"received the item in great condition","1","Positif"
"159",5,"love this colour foam roller was out of stock but seller replied promptly about the restocking date shipping was very quick too","1","Positif"
"160",5,"item came as per described really good use  fast delivery highly recommended","1","Positif"
"161",5,"fast delivery  works as it should","1","Positif"
"162",4,"speedy delivery  minor cracks on the foam portion","1","Positif"
"163",5,"delivery was quick despite the situation tried it works well really like the  different textures","1","Positif"
"164",5,"this local delivery took longer than expected  saw tracking status updates order  may and received  may fine as i was not rushing ","1","Positif"
"165",5,"fast delivery product as described user it on the day it arrived to ease my muscle ache","1","Positif"
"166",5,"good massage foam roller is well built","1","Positif"
"167",5,"delivery was really quick item came as described and its rly sturdy as well","1","Positif"
"168",5,"foam roller was in excellent condition and arrived very quickly","1","Positif"
"169",5,"delivery was fast  only  days and items is true to the picture of item  good quality  will buy again from this local buyer ","1","Positif"
"170",5,"thank you for the fast delivery perfect size and color i recommend this product","1","Positif"
"171",5,"lime green doesnt look too bad","1","Positif"
"172",5,"bought it as a gift for a friend delivered straight to her she said   really useful after long bike rides","1","Positif"
"173",5,"delivery took  days super fast considering the situation item well received thanks seller","1","Positif"
"174",5,"fsst deliver will try if effectivehope so","1","Positif"
"175",5,"item received in good condition and works very well","1","Positif"
"176",5,"everything is packed nicely in a box and it is individually sealed it comes with a  head charger that allows you to charge  ems at the same time strong powerful ems with different mode good product","1","Positif"
"177",5,"product was packaged really nicely seemed to work well after switching it on and testing it","1","Positif"
"178",5,"item received in good condition and it is working in good condition u can feel the electric movement when applied","1","Positif"
"179",5,"fast delivery","1","Positif"
"180",5,"cant wait to use it good buy and price is very reasonable","1","Positif"
"181",5,"tired using once it works it has many speeds and functions which is good","1","Positif"
"182",5,"product received in great condition  thanks seller","1","Positif"
"183",5,"items received yet to try hope it works well","1","Positif"
"184",5,"fast delivery and good condition","1","Positif"
"185",5,"originally ordered and received a blue grid roller cos the one i wanted wasnt in stock however the seller came to my place and made the change to what i wanted in pic awesomeness","1","Positif"
"186",5,"thank you very satisfied with my order product is great n works well well packaged n speedy delivery by jt courier received the next day after i placed my order i use the bumpy one for my legs coz of long distance running and the smooth one for my lower back","1","Positif"
"187",5,"received the item in good condition its firm and really kneads those achey muscles bought two rolls and comes with free delivery will order again if needed tks","1","Positif"
"188",5,"delivery was so prompt im surprised have yet to use it will purchase again if   good","1","Positif"
"189",5,"very fast delivery and items also good","1","Positif"
"190",5,"product works but efficacy unknown yet","1","Positif"
"191",5,"seller was very prompt in updating on the product delivery tried and works perfectly well","1","Positif"
"192",4,"product received earlier than anticipated the shopee status was indicating in transit size a lot different than expected  box was crushed on arrival have yet to try out but hope it worksthe arm strips looks very small and short seller is responsive one of the unit not working","1","Positif"
"193",4,"shipment took longer than expected but it is becos of the covid situation so i can undrrstand","1","Positif"
"194",4,"received in time seems to work ok however cannot feel any pulse from the additional wrap around sections that are attached to the main abdominal pad section aside from that works as described","1","Positif"
"195",5,"looks good","1","Positif"
"196",5,"fast delivery ","1","Positif"
"197",5,"super fast delivery  received faster than expected  great stuff","1","Positif"
"198",5,"fast delivery was just expecting it would include a bag but overall   worth the price still love the color too","1","Positif"
"199",5,"happy with my purchase","1","Positif"
"200",5,"good thank you","1","Positif"
"201",5,"good customer service although there are some problem after goods received but seller is responsible and make the replacement","1","Positif"
"202",4,"fast delivery for the price it is this is pretty good tried and works well except the gel on the pads tend to be very difficult to peel off when u want to reuse it","1","Positif"
"203",5,"havent tried it yet but got it in good condition hope it works","1","Positif"
"204",5,"received item earlier than given date tried the product i think it will work gonna try for a longer period and see how it goes","1","Positif"
"205",5,"received in good condition yet to try and i hope it works fine","1","Positif"
"206",5,"it actually works i can feel my muscles clench hopefully it helps with my workout results","1","Positif"
"207",5,"fast delivery tested ok","1","Positif"
"208",5,"recieved havent tey yet hopefully it works for me","1","Positif"
"209",5,"thanks for the item","1","Positif"
"210",5,"thanks so much seller received  testedit works ","1","Positif"
"211",5,"on time delivery  product condition good and working well  ","1","Positif"
"212",4,"strong vibrations  it made my arms twitch  will use for a while and update  adhesive quite sticky","1","Positif"
"213",5,"fast deliveredthanks i havent  yetlook is good","1","Positif"
"214",5,"tried strong vibration","1","Positif"
"215",5,"came a little later than etabut understandable due to covid product works fineand can feel the muscles being clenchedalthough the one for the abs need to be set to a higher intensity to be able to feel it overall recommended","1","Positif"
"216",5,"items received in good packaging and condition will try it soon n see what the result","1","Positif"
"217",5,"overall okay dont feel much of the intensity but delivery was fast thanks","1","Positif"
"218",5,"items well received have yet to try","1","Positif"
"219",5,"packaged nicely","1","Positif"
"220",3,"sticky pads not sticky after just one use electronics works just fine","1","Positif"
"221",5,"working well my tummy is sweating will buy again when its spoil hopefully no so soon ","1","Positif"
"222",5,"good product ","1","Positif"
"223",5,"ahhhhhhh thisss isssss greatttt product i luv itvi tried working welll","1","Positif"
"224",5,"just received the item in good condition nicely packaged have not try it yet hope it will be useful","1","Positif"
"225",5,"this product is awesome i just got mine it works perfectly gonna get one more for my friend","1","Positif"
"226",5,"good purchase working well","1","Positif"
"227",5,"item received in good condition i found the size might be slightly too big for me make it harder for me to row around","1","Positif"
"228",5,"accurate product works well","1","Positif"
"229",5,"requested for the blue one and seller gave it to me thank you item was delivered promptly packaged properly and has no defects very satisfied with it ","1","Positif"
"230",5,"good product and received it quickly","1","Positif"
"231",5,"satisfied with purchase ","1","Positif"
"232",5,"super fast delivery","1","Positif"
"233",5,"nice product fast shipping","1","Positif"
"234",5,"good","1","Positif"
"235",5,"very good service  delivery was super fast seller is responsive and responsible definitely will continue to buy from this seller again recommended","1","Positif"
"236",5,"have yet to try but thank you for confirming the delivery and good service  thank you","1","Positif"
"237",5,"thanks seller for the prompt reply and assist to shipped out my purchase on the next business day will use it together with my training and see hows the effect will be","1","Positif"
"238",5,"received but yet try","1","Positif"
"239",5,"received faster than expected work well","1","Positif"
"240",5,"have yet to try","1","Positif"
"241",5,"was great","1","Positif"
"242",5,"good condition","1","Positif"
"243",5,"i had recieved the goods is well package and the controller is working thanks","1","Positif"
"244",5,"received well","1","Positif"
"245",5,"works very well","1","Positif"
"246",5,"product did not take too long to arrive tested and working perfectly as can feel the reaction on the muscles","1","Positif"
"247",5,"received thru letterbox tested and can definitely feel something specially on high level not sure if it can accomplish what it claims but will find out soon enough adhesive gels would probably lose stickiness after a while though","1","Positif"
"248",5,"it works  ","1","Positif"
"249",5,"yet to open just collected so far experience dealing with seller is good","1","Positif"
"250",5,"received well with the pads wrapped up properly too charging the controllers to see if they work but overall satisfied with this purchase","1","Positif"
"251",5,"pretty good easy to use hope it will be effective and useful","1","Positif"
"252",5,"received in good physical condition cant wait to use this hope it works as advertised thank you seller","1","Positif"
"253",5,"nice packaging fast reply hopefully it works","1","Positif"
"254",5,"very good","1","Positif"
"255",5,"good cs haven try out the item","1","Positif"
"256",5,"well look nice  yet to try ","1","Positif"
"257",5,"item received in good condition","1","Positif"
"258",5,"fast delivery","1","Positif"
"259",5,"ordered this only a few days ago  fast item came nicely wrapped looks good looking forward to use it","1","Positif"
"260",5,"bright and nice orange colour fast delivery","1","Positif"
"261",5,"received in good condition thank you seller for the prompt delivery ","1","Positif"
"262",5,"delivery was fast and worth it for the price material is a little hard so it helps with back ache and soreness overall good quality and prompt delivery","1","Positif"
"263",5,"fast delivery the foam roller is hard andof good quality highly recommended ","1","Positif"
"264",5,"my second purchase good quality and value for money fast delivery too","1","Positif"
"265",5,"delivery was fast","1","Positif"
"266",5,"package in good condition have yet to try it but im excited","1","Positif"
"267",5,"box are dented oh why","1","Positif"
"268",5,"good buy during flash deal","1","Positif"
"269",4,"looks cute  all but back part rides up like some others said although sizing was right","1","Positif"
"270",5,"the padding was thicker than those from other products and fitting around bust could be better","1","Positif"
"271",5,"love the back of the design","1","Positif"
"272",3,"the paddings are too thick and do not mold well especially on white colour shoulder straps are a bit short yet underarm hems gap a little","1","Positif"
"273",5,"a good fit and quality material it is also very comfortable though the cloth is on a thicker side","1","Positif"
"274",4,"fast delivery received as what shown but the bra site doesnt fit well on me maybe i dont have big boobs","1","Positif"
"275",5,"received in  days quality is good  comfy","1","Positif"
"276",5,"will got another type well fitted","1","Positif"
"277",5,"ordered nd of november received on the th of june very satisfied with the top","1","Positif"
"278",5,"shipping is fast once it reaches sg","1","Positif"
"279",5,"material is nice and soft has a built in bra compartment i like it a lot","1","Positif"
"280",4,"quite thick feels like swimwear","1","Positif"
"281",5,"very good material comfortable and sizing is as described stretchable","1","Positif"
"282",5,"good quality thumb up","1","Positif"
"283",4,"tank top came with removable bra padding it was on the thicker side and weights a little so i swapped it out other than being a low  medium intensity bra tank this too could easily be a lounge wear basic top","1","Positif"
"284",5,"major love the scoop back top plus the inner padding","1","Positif"
"285",5,"nice bareback cutting could even pair it with nice pants or skirt to head out material is thick and sticks nicely to the body when working out","1","Positif"
"286",5,"like this very much kg m fits me well ","1","Positif"
"287",5,"m is too big for uk would suggest getting s instead so sad it feels so comfy but too big for me ","1","Positif"
"288",5,"love it size just right","1","Positif"
"289",5,"have yet to try but so far quality is good comes with a push up cups","1","Positif"
"290",5,"usually an s for sports bras not very tight makes a better layering top","1","Positif"
"291",5,"fast delivery within  weeks quality is really good too can double up as a camisole and work out top for reference am kg  waist and usually an xss and s fits perfectly m wouldve been too loose  like another that ive bought will recommend","1","Positif"
"292",5,"soft quality and really nice product overall shipping is fast too","1","Positif"
"293",5,"size too small and not expandable ","1","Positif"
"294",5,"bought it during flash sale and got  diff colours and sizes im usually a uk  size m fits me better and size s is more body hugging which i prefer it to be looser   comfy to wear it as a lounge wear at home ","1","Positif"
"295",5,"initially thought material would be a little thin and not very good but its actually nice and sturdy and hugs the body just right","1","Positif"
"296",5,"sizing fits well and material is decent not translucent at all will definitely order again","1","Positif"
"297",5,"quality is good suitable for low impact exercises could be worn as casual wear too","1","Positif"
"298",5,"bought this pair of tights for a friend who is uk fits perfectly","1","Positif"
"299",5,"great tops can be worn outside as well note that the material is stiffer and thicker than usual so dont expect it to be as stretchable but good quality for sure ","1","Positif"
"300",5,"comfortable ","1","Positif"
"301",5,"nice the padding was little too thick for my liking but it is removable so no issues there i wear uk i got a m size  it was just rightmaybe a little snug  but still ok","1","Positif"
"302",3,"not a fan of the inner rubber band but the cut looks pretty","1","Positif"
"303",5,"nice love the colour n good quality wil buy again ","1","Positif"
"304",5,"fits well and doesnt shift while working out very comfortable highly recommend","1","Positif"
"305",5,"fits uk cc","1","Positif"
"306",5,"love honestly was afraid the purple wld be too dull but it complements my skin tone really well ended up the most in love with the purple out of all the tops they were all great good cutting quality material cm kg uk bought m","1","Positif"
"307",5,"item received well packaged normally wear a size s for tops m for this fits well","1","Positif"
"308",5,"this tank too is very nice good padding can wear it for workout or just going out love it","1","Positif"
"309",5,"sized up cause of bust size ordered m before but it doesnt provide good support for bigger bust size this one fits okay and quite good support would be great if the strap is adjustable so we can adjust for body length","1","Positif"
"310",5,"love the quality am very happy with it am probably gonna use my own padding unsure if i bought one size too small but still love it","1","Positif"
"311",5,"im uk  for top and this is slightly big for me but comfortable thanks seller ","1","Positif"
"312",5,"item took a while to arrive but quality is good and flattery cut comfortable to exercise in","1","Positif"
"313",4,"material is comfortable true to size will repurchase when theres a sale again","1","Positif"
"314",5,"usually a uk on top but even then the top can be a little tight to put on and take off though the fit is ok once   on might try to size up next timek mok","1","Positif"
"315",3,"the size s appears to be very tight even though usually i wear size s for tops hopefully it will get looser as i stretch it","1","Positif"
"316",5,"fits perfectly decent price for good quality very fast delivery will definitely purchase again","1","Positif"
"317",5,"picked size s equivalent to adidas xs","1","Positif"
"318",4,"looks nice but straps were a bit too short not very comfortable","1","Positif"
"319",5,"love this well padded and fits well usual s sized up","1","Positif"
"320",5,"good quality happy to receive fast delivery also thank you seller","1","Positif"
"321",5,"love this  could also use as a top on its own super comfy and looks good removable paddings will be buying again in other colours","1","Positif"
"322",5,"straps are a little loose  nonetheless a good product overall considering the price paid","1","Positif"
"323",4,"packed individually as described feel the quality is adequate to pricing hope itll last","1","Positif"
"324",5,"so pleased with my purchase it works as a top for barre or yoga lessons if you prefer or even as a top over highwaisted bottoms","1","Positif"
"325",5,"a bit shorter than expected","1","Positif"
"326",5,"good quality and highly recommended","1","Positif"
"327",5,"nicely packed great material but doesnt fit that well on me though","1","Positif"
"328",5,"relatively quick delivery with correct item in good condition no dents or damage i could see and was packaged in a few layers of plastic protection satisfied with product ","1","Positif"
"329",5,"fast delivery and well packed normal to have sore pain after rolling","1","Positif"
"330",4,"fast delivery abt  days received after place order buy for daughter she tried say it good to relax muscle","1","Positif"
"331",5,"delivery was really fast only took  days am satisfied with my purchase","1","Positif"
"332",4,"pdt feels sandy dirty after unwrapping","1","Positif"
"333",5,"good quality foam roller for pre and post workouts item received in days","1","Positif"
"334",5,"item is well packed and in good condition fast delivery ordered on  and received on  thanks seller ","1","Positif"
"335",5,"helps with massaging my back and rolling over knots recommended","1","Positif"
"336",5,"second or third purchase already item as shown seller is super responsive and i received the foam roller  within a few days ","1","Positif"
"337",5,"took pretty long to arrive but theyre so pretty love them and cant wait to try them ","1","Positif"
"338",5,"super fast delivery  so far no issues and thanks for the speedy delivery","1","Positif"
"339",5,"quality quite good delivery fast considered the covid situation ","1","Positif"
"340",4,"well receivedlike the product ","1","Positif"
"341",5,"great","1","Positif"
"342",5,"extremely fast delivery received  days after ordering good quality and looks durable will reccomend","1","Positif"
"343",5,"item arrived very quickly tested and worked well with my sore muscles thanks","1","Positif"
"344",5,"received in  days","1","Positif"
"345",5,"item well received its bigger than expected there was some prob initially with the delivery but it was promptly action on by the seller","1","Positif"
"346",5,"very sturdy and no faults a lil heavy but thats good to hold my body weight when i roll i think the length is just nice for me too used a nalgene bottle for comparison","1","Positif"
"347",5,"quality seems not too bad price is not expensive and delivery was fast","1","Positif"
"348",5,"looks good and ill be using this for my aching shoulder   very fast delivery","1","Positif"
"349",5,"seller reply my enquiries promptly delivered within a few days there is a small dent on blue one","1","Positif"
"350",5,"packaging was a bit torn off when i opened the package overall good quality and fast delivery ordered on sunday and arrived today","1","Positif"
"351",5,"this is life changing product is really good and i feel so good after using it my body aches are better managed highly recommended","1","Positif"
"352",5,"delivery speed was really fast good product and will be back for more","1","Positif"
"353",5,"fast delivery within  days from date product is good value for money","1","Positif"
"354",5,"good quality good price good delivery feels very good to roll upper back and thighs","1","Positif"
"355",5,"nice colour and good for back though on the heavy side compared to my previous one","1","Positif"
"356",5,"oh was expecting it to be slightly smaller in circumference but its sturdy and of quality","1","Positif"
"357",5,"time is of good quality it is hard enough to serve its purpose","1","Positif"
"358",5,"good quality will order again","1","Positif"
"359",4,"its sturdy and does the job well","1","Positif"
"360",5,"received item in good condition first time using this so got my son to teach me how to use it to benefit me","1","Positif"
"361",5,"ordered on thursday and delivered on saturday feels quite sturdy for  there are some creaseswrinkles on the foam hopefully they dont affect the usage and products longevity","1","Positif"
"362",5,"note doesnt include the blue small one the delivery was fast and the quality is real good recommended","1","Positif"
"363",5,"happy with the delivery time and product received  days after placing order and both are sturdy think i need to study a bit more on how to properly use the rollers maybe on youtube or something","1","Positif"
"364",5,"good quality firm and sturdy roller cheap price speedy delivery useful for my back thank you","1","Positif"
"365",5,"still prefers the normal grid one this feels too pokey for me but the qualify is decent","1","Positif"
"366",5,"received really soon within a few days bigger than expected but thats great  came with photos of suggested massage techniques cant wait to use it shoes size  for reference","1","Positif"
"367",5,"nd purchase happy with my first one came really fast only took  days","1","Positif"
"368",5,"received well packaged and fast  came as ordered and no defects or issues ","1","Positif"
"369",5,"value for money minor imperfection as seen in picture but still usable","1","Positif"
"370",5,"received in less than a week round rumble works just fine good stuff","1","Positif"
"371",5,"products were shipped the next day after purchase and came very quickly items are exactly as described ","1","Positif"
"372",5,"super fast shipping","1","Positif"
"373",5,"great customer service","1","Positif"
"374",5,"delivery was quite fast the item came in good condition still yet to try","1","Positif"
"375",5,"received thanks i dont regret ","1","Positif"
"376",5,"this helps my husbands leg pain and that means i dont have to burn my energy massaging and delivery was so fast not even  days i think ","1","Positif"
"377",5,"fast delivery ordered on rd jun received on the th cant wait to try it   seller was really helpful and patient when i met with an issue with the courier service ","1","Positif"
"378",4,"received within a week the spikes are firm and it feels good when used really presses into you acupoints when you lie on it","1","Positif"
"379",5,"product came within a week good quality and nice colour as well  worth the buy","1","Positif"
"380",5,"tested good so far this bigger cm  diameter yoga roller work better than those which is smaller at cm diameter which cost less than  of this item","1","Positif"
